"Name","Loop","FollowParent","FollowParentAngle","FollowBone","OwnScreenShake","OthersScreenShake","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","GroundBasis","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth","EffectZ"
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,100,,,,,,
"colt_003_atk_reached_red",,,,,,,,,"ParticleEmitter",,,"colt_003_atk_reached_red",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,100,,,,,,
"colt_003_atk_hit",,,,,,,,,"ParticleEmitter",,,"colt_003_atkHit_cloud",,"Object",,,50,,,,"colt_003_atk_hit_red",,-200
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit",,"Above",,,80,,,,,,
"colt_003_atk_hit_red",,,,,,,,,"ParticleEmitter",,,"colt_003_atkHit_cloud_red",,"Object",,,50,,,,,,-200
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_red",,"Above",,,80,,,,,,
"colt_003_atk_hitEnv",,,,,,,,,"ParticleEmitter",,,"colt_003_atkHit_cloud",,"Object",,,40,,,,"colt_003_atk_hitEnv_red",,-200
"colt_003_atk_hitEnv_red",,,,,,,,,"ParticleEmitter",,,"colt_003_atkHit_cloud_red",,"Object",,,40,,,,,,-200
"colt_003_ulti_reached",,,,,,,,,"ParticleEmitter",,,"colt_003_atk_reached",,"GroundLow",,,135,,,,"colt_003_ulti_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"colt_003_ulti_impact_blue",,"Object","true",,40,,,,,,
"colt_003_ulti_reached_red",,,,,,,,,"ParticleEmitter",,,"colt_003_atk_reached_red",,"GroundLow",,,135,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"colt_003_ulti_impact_red",,"Object","true",,40,,,,,,
"crow_attack",,,,,,,,"Crow_throw","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"crow_ulti",,,,,,,,"tnt_attack_ulti","SWF","sc/effects_brawler.sc",,,,"Object",,,100,,,,,,
"crow_002_attack",,,,,,,,"Mech_crow_atk","SWF","sc/effects.sc",,,,"Object",,,100,,,,,,
"crow_002_hit",,,,,,,,,"ParticleEmitter",,,"crow_002_elecDagger_hit",,"Above",,,,,,,"crow_002_hit_red",,
"crow_002_hit_red",,,,,,,,,"ParticleEmitter",,,"crow_002_elecDagger_hit_red",,"Above",,,,,,,,,
"crow_002_ulti",,,,,,,,"Mech_crow_ulti","ParticleEmitter",,,"crow_002_ulti_jump",,"Object",,,,,,,"crow_002_ulti_red",,
"crow_002_ulti_red",,,,,,,,"Mech_crow_ulti","ParticleEmitter",,,"crow_002_ulti_jump_red",,"Object",,,,,,,,,
"crow_002_ulti_trail","true",,,,,,,,"ParticleEmitter",,,"crow_002_elecDagger_trail_blue",,"GroundHigh",,,,,,,"crow_002_ulti_trail_red",,
"crow_002_ulti_trail_red","true",,,,,,,,"ParticleEmitter",,,"crow_002_elecDagger_trail_red",,"GroundHigh",,,,,,,,,
"crow_002_atk_reachaed",,,,,,,,,"ParticleEmitter",,,"crow_002_elecDagger_reached",,"Object",,,,,,,"crow_002_atk_reachaed_red",,
,,,,,,,,,"ParticleEmitter",,,"crow_002_elecDagger_reachedSpark",,"Above","TRUE",,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"crow_002_atk_reachaed_red",,,,,,,,,"ParticleEmitter",,,"crow_002_elecDagger_reached_red",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"crow_002_elecDagger_reachedSpark_red",,"Above","TRUE",,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"crow_002_shocked","true","true",,,,,,,"ParticleEmitter",,,"crow_002_atk_shocked_red",,"Object",,,,,,,"crow_002_shocked_red",,
"crow_002_shocked_red","true","true",,,,,,,"ParticleEmitter",,,"crow_002_atk_shocked",,"Object",,,,,,,,,
"darryl_def_atk",,,,,200,,,"Rhinofire","SWF","sc/effects_brawler.sc","gunSmoke_M",,,"Object",,,100,,,,,,400
,,,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Object",,,,,,,,,
"darryl_002_atk",,,,,200,,,"Rhinofire","SWF","sc/effects_brawler.sc","darryl_002_soySmoke",,,"Object",,,100,,,,"darryl_002_atk_red",,400
,,,,,,,,,,,,"shell_shotgun",,"Object",,,,,,,,,
"darryl_002_atk_red",,,,,200,,,"Rhinofire","SWF","sc/effects_brawler.sc","darryl_002_soySmoke_red",,,"Object",,,100,,,,,,400
,,,,,,,,,,,,"shell_shotgun",,"Object",,,,,,,,,
"darryl_002_atk_reached",,,,,,,,,"ParticleEmitter",,,"dumpling_reached",,"Above",,,,,,,"darryl_002_atk_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"darryl_002_atk_reached_red",,,,,,,,,"ParticleEmitter",,,"dumpling_reached_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"darryl_002_dumpling_trail",,,,,,,,,"ParticleEmitter",,,"darryl_002_soysource",,"GroundHigh","true",,,,,,"darryl_002_dumpling_trail_red",,-200
"darryl_002_dumpling_trail_red",,,,,,,,,"ParticleEmitter",,,"darryl_002_soysource_red",,"GroundHigh","true",,,,,,,,-200
"dynamike_003_atk_trail",,"true",,,,,,,"ParticleEmitter",,,"dynamike_003_trail_flame",,"GroundHigh",,,,,,,"dynamike_003_atk_trail_red",,
,,"true",,,,,,,"ParticleEmitter",,,"dynamike_003_trail_spark",,"Above",,,,,,,,,
"dynamike_003_atk_trail_red",,"true",,,,,,,"ParticleEmitter",,,"dynamike_003_trail_flame_red",,"GroundHigh",,,,,,,,,
,,"true",,,,,,,"ParticleEmitter",,,"dynamike_003_trail_spark_red",,"Above",,,,,,,,,
"dynamike_003_ulti_trail",,"true",,,,,,,"ParticleEmitter",,,"dynamike_003_trail_cloud",,"GroundHigh",,,,,,,"dynamike_003_ulti_trail_red",,
,,"true",,,,,,,"ParticleEmitter",,,"dynamike_003_trail_spark",,"Above",,,,,,,,,
"dynamike_003_ulti_trail_red",,"true",,,,,,,"ParticleEmitter",,,"dynamike_003_trail_cloud_red",,"GroundHigh",,,,,,,,,
,,"true",,,,,,,"ParticleEmitter",,,"dynamike_003_trail_spark_red",,"Above",,,,,,,,,
"dynamike_003_ulti_use",,,,,,,,"Mech_mike_ulti",,,,"tick_def_ulti_use_cloud",,"Object",,,100,,,,,,500
"emz_def_atk_trail",,,,,,,,"Emz_atk","ParticleEmitter",,,"emz_def_atk_skull",,"GroundHigh",,,100,,,,"emz_def_atk_trail_red",,
,,,,,,,,,"ParticleEmitter",,,"emz_def_atk_skull_front",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"emz_def_atk_skull_front2",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"emz_def_atk_trail_base",,"GroundLow",,,100,,,,,,
"emz_def_atk_trail_red",,,,,,,,"Emz_atk","ParticleEmitter",,,"emz_def_atk_skull_red",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"emz_def_atk_skull_front_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"emz_def_atk_skull_front_red2",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"emz_def_atk_trail_base_red",,"GroundLow",,,100,,,,,,
"emz_def_atk_reached",,,,,,,,,"ParticleEmitter",,,"emz_def_atk_cloudDis",,"GroundLow",,,100,,,,"emz_def_atk_reached_red",,
"emz_def_atk_reached_red",,,,,,,,,"ParticleEmitter",,,"emz_def_atk_cloudDis_red",,"GroundLow",,,100,,,,,,
"emz_def_atk",,"true",,,,,,,"SWF","sc/effects_brawler.sc","emz_def_atk",,,"Object",,,100,,,,"emz_def_atk_red",,500
,,,,,,,,,"ParticleEmitter",,,"emz_def_atk_sprayGround",,"GroundLow",,,100,,,,,,
"emz_def_atk_red",,"true",,,,,,,"SWF","sc/effects_brawler.sc","emz_def_atk_red",,,"Object",,,100,,,,,,500
,,,,,,,,,"ParticleEmitter",,,"emz_def_atk_sprayGround_red",,"GroundLow",,,100,,,,,,
"emz_def_atk_hit",,,,,,,,,"ParticleEmitter",,,"emz_def_atk_hitCloud_red",,"Above",,,100,,,,"emz_def_atk_hit_red",,
"emz_def_atk_hit_red",,,,,,,,,"ParticleEmitter",,,"emz_def_atk_hitCloud",,"Above",,,100,,,,,,
"emz_def_ulti",,"true",,,,,,,"ParticleEmitter",,,"emz_def_ulti_skull",,"Object",,,100,,,,"emz_def_ulti_red",,
,,,,,,,,,"SWF","sc/effects_brawler.sc","arcade_def_ulti_area_active",,,"GroundLow","true",,145,,,,,,
,,"true",,,,,,,"ParticleEmitter",,,"emz_def_ulti_flash",,"Above",,,100,,,,,,
"emz_def_ulti_red",,"true",,,,,,,"ParticleEmitter",,,"emz_def_ulti_skull_red",,"Object",,,100,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","arcade_def_ulti_area_active",,,"GroundLow","true",,145,,,,,,
,,"true",,,,,,,"ParticleEmitter",,,"emz_def_ulti_flash_red",,"Above",,,100,,,,,,
"emz_def_ulti_area",,"true",,,,,,,"SWF","sc/effects_brawler.sc","emz_def_ulti_area",,,"GroundHigh","true",,100,,,,"emz_def_ulti_area_red",,
"emz_def_ulti_area_red",,"true",,,,,,,"SWF","sc/effects_brawler.sc","emz_def_ulti_area_red",,,"GroundHigh","true",,100,,,,,,
"emz_def_ulti_use",,"true",,,,,,"Emz_ulti","SWF","sc/effects_brawler.sc","emz_def_ulti_use",,,"Above",,,100,,,,"emz_def_ulti_use_red",,
,,"true",,,,,,,"ParticleEmitter",,,"emz_def_ulti_use_cloud",,"GroundHigh",,,100,,,,,,
"emz_def_ulti_use_red",,"true",,,,,,"Emz_ulti","SWF","sc/effects_brawler.sc","emz_def_ulti_use_red",,,"Above",,,100,,,,,,
,,"true",,,,,,,"ParticleEmitter",,,"emz_def_ulti_use_cloud_red",,"GroundHigh",,,100,,,,,,
"frank_def_starPower_hit",,,,,,,,,"ParticleEmitter",,,"frank_def_starPower_hit",,"Object",,,,,,,"frank_def_starPower_hit_red",,
,,,,,,,,,"SWF","sc/effects_brawler.sc","frank_def_starP_hit_symbol",,,"Above",,,,,,,,,
"frank_def_starPower_hit_red",,,,,,,,,"ParticleEmitter",,,"frank_def_starPower_hit_red",,"Object",,,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","frank_def_starP_hit_symbol_red",,,"Above",,,,,,,,,
"gene_def_atk",,,,,200,,,"Gene_atk","SWF","sc/effects_brawler.sc","gene_def_atk_blue",,,"Above",,,100,,,,"gene_def_atk_red",,400
"gene_def_atk_red",,,,,200,,,"Gene_atk","SWF","sc/effects_brawler.sc","gene_def_atk_red",,,"Above",,,100,,,,,,400
"gene_def_ulti",,,,,200,,,"Gene_ulti","SWF","sc/effects_brawler.sc","gene_def_ulti_blue",,,"Above",,,125,,,,"gene_def_ulti_red",,400
"gene_def_ulti_red",,,,,200,,,"Gene_ulti","SWF","sc/effects_brawler.sc","gene_def_ulti_red",,,"Above",,,125,,,,,,400
"gene_def_atk1_reachaed",,,,,,,,"Gene_atk_split","ParticleEmitter",,,"gene_def_atk1End_blue",,"Above",,,,,,,"gene_def_atk1_reachaed_red",,
"gene_def_atk1_reachaed_red",,,,,,,,"Gene_atk_split","ParticleEmitter",,,"gene_def_atk1End_red",,"Above",,,,,,,,,
"gene_def_atk1Hit",,,,,,,,"Gene_atk_hit","ParticleEmitter",,,"gene_def_atk1Hit_blue",,"Above",,,,,,,"gene_def_atk1Hit_red",,
"gene_def_atk1Hit_red",,,,,,,,"Gene_atk_hit","ParticleEmitter",,,"gene_def_atk1Hit_red",,"Above",,,,,,,,,
"gene_def_atk2_reachaed",,,,,,,,,"ParticleEmitter",,,"gene_def_atk2End_blue",,"Object",,,,,,,"gene_def_atk2_reachaed_red",,
,,,,,,,,,"ParticleEmitter",,,"gene_def_atk2End_cloud_blue",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"gene_def_atk2_reachaed_red",,,,,,,,,"ParticleEmitter",,,"gene_def_atk2End_red",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gene_def_atk2End_cloud_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"gene_def_atk2Hit",,,,,,,,,"ParticleEmitter",,,"gene_def_atk2Hit_blue",,"Above",,,,,,,"gene_def_atk2Hit_red",,
,,,,,,,,,"ParticleEmitter",,,"gene_def_atk2End_cloud_blue",,"Object",,,,,,,,,
"gene_def_atk2Hit_red",,,,,,,,,"ParticleEmitter",,,"gene_def_atk2Hit_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gene_def_atk2End_cloud_red",,"Object",,,,,,,,,
"gene_def_atk2Env",,,,,,,,,"ParticleEmitter",,,"gene_def_atk2End_cloud_blue",,"Above",,,,,,,"gene_def_atk2Env_red",,
"gene_def_atk2Env_red",,,,,,,,,"ParticleEmitter",,,"gene_def_atk2End_cloud_red",,"Above",,,,,,,,,
"gene_def_atk_trail","true",,,,,,,,"ParticleEmitter",,,"gene_def_atk_trail_blue",,"GroundHigh",,,,,,,"gene_def_atk_trail_red",,
"gene_def_atk_trail_red","true",,,,,,,,"ParticleEmitter",,,"gene_def_atk_trail_red",,"GroundHigh",,,,,,,,,
"gene_def_ulti_hit",,,,,,,,"Gene_ulti_hit","SWF","sc/effects_brawler.sc","gene_def_ulti_hit",,,"Above",,,100,,,,"gene_def_ulti_hit_red",,
"gene_def_ulti_hit_red",,,,,,,,"Gene_ulti_hit","SWF","sc/effects_brawler.sc","gene_def_ulti_hit_red",,,"Above",,,100,,,,,,
"gene_def_ulti_reached",,,,,,,,"Gene_atk_hit_2","SWF","sc/effects_brawler.sc","gene_def_ulti_reached",,,"Above",,,100,,,,"gene_def_ulti_reached_red",,
"gene_def_ulti_reached_red",,,,,,,,"Gene_atk_hit_2","SWF","sc/effects_brawler.sc","gene_def_ulti_reached_red",,,"Above",,,100,,,,,,
"gene_def_ulti_trail","true",,,,,,,,"ParticleEmitter",,,"gene_def_ulti_trail_blue",,"GroundHigh",,,,,,,"gene_def_ulti_trail_red",,
,,,,,,,,,"ParticleEmitter",,,"gene_def_ulti_particles",,"Above",,,,,,,,,
"gene_def_ulti_trail_red","true",,,,,,,,"ParticleEmitter",,,"gene_def_ulti_trail_red",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gene_def_ulti_particles_red",,"Above",,,,,,,,,
"jessie_002_atk_trail",,,,,,,,,"ParticleEmitter",,,"jessie_002_atk_trail",,"GroundHigh",,,100,,,,"jessie_002_atk_trail_red",,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_trail",,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_trail",,"GroundHigh","true",,,,,,,,
"jessie_002_atk_trail_red",,,,,,,,,"ParticleEmitter",,,"jessie_002_atk_trail_red",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_trail_red",,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_trail",,"GroundHigh","true",,,,,,,,
"jessie_002_atk_end",,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_atk_end",,,"Above",,,100,,,,"jessie_002_atk_end_red",,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain",,"GroundHigh","true",,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_circles",,"GroundHigh","true",,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat",,"Object",,,,,,,,,
"jessie_002_atk_end_red",,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_atk_end_red",,,"Above",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain",,"GroundHigh","true",,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_circles",,"GroundHigh","true",,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_red",,"Object",,,,,,,,,
"jessie_002_atk_hit",,,,,,,,"Water_jess_hit","SWF","sc/effects_brawler.sc","jessie_002_atk_hit",,,"Above",,,140,,,,"jessie_002_atk_hit_red",,
,,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_atk_hit_ground",,,"GroundHigh","true",,115,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_big",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_circles",,"GroundLow","true",,100,,,,,,
"jessie_002_atk_hit_red",,,,,,,,"Water_jess_hit","SWF","sc/effects_brawler.sc","jessie_002_atk_hit_red",,,"Above",,,140,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_atk_hit_ground_red",,,"GroundHigh","true",,115,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_big_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_circles",,"GroundLow","true",,100,,,,,,
"jessie_002_atk_hitEnv",,,,,,,,"Water_jess_hit","SWF","sc/effects_brawler.sc","jessie_002_atk_hitEnv",,,"Above",,,100,,,,"jessie_002_atk_hitEnv_red",,
,,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_atk_hit_ground",,,"GroundHigh","true",,80,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_big",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_circles",,"GroundLow","true",,100,,,,,,
"jessie_002_atk_hitEnv_red",,,,,,,,"Water_jess_hit","SWF","sc/effects_brawler.sc","jessie_002_atk_hitEnv_red",,,"Above",,,100,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_atk_hit_ground_red",,,"GroundHigh","true",,80,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_big_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_circles",,"GroundLow","true",,100,,,,,,
"jessie_002_turret_trail",,,,,,,,,"ParticleEmitter",,,"jessie_002_turret_trail",,"GroundHigh",,,100,,,,"jessie_002_turret_trail_red",,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_trail",,"GroundHigh","true",,,,,,,,
"jessie_002_turret_trail_red",,,,,,,,,"ParticleEmitter",,,"jessie_002_turret_trail_red",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterStain_trail",,"GroundHigh","true",,,,,,,,
"jessie_002_turret_atk",,,,,100,,,"Water_jess_turret_atk","SWF","sc/effects_brawler.sc","jessie_002_turret_attack",,,"Object",,,100,,,,"jessie_002_turret_atk_red",,250
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_small",,"GroundHigh","false",,,,,,,,
"jessie_002_turret_atk_red",,,,,100,,,"Water_jess_turret_atk","SWF","sc/effects_brawler.sc","jessie_002_turret_attack_red",,,"Object",,,100,,,,,,250
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_small_red",,"GroundHigh","false",,,,,,,,
"jessie_002_turret_hit",,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_turret_hit",,,"Above",,,75,,,,"jessie_002_turret_hit_red",,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_small",,"Object",,,100,,,,,,
"jessie_002_turret_hit_red",,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_turret_hit_red",,,"Above",,,75,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_002_waterSplat_small_red",,"Object",,,100,,,,,,
"jessie_002_turret_hitEnv",,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_atk_hitEnv",,,"Above",,,40,,,,"jessie_002_turret_hitEnv_red",,
"jessie_002_turret_hitEnv_red",,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_002_atk_hitEnv_red",,,"Above",,,40,,,,,,
"jessie_003_atk",,,,,200,,,"Wiz_barley_fireball","SWF","sc/effects.sc","electricity_attack",,,"Object",,,100,,,,"jessie_003_atk_red",,
"jessie_003_atk_red",,,,,200,,,"Wiz_barley_fireball","SWF","sc/effects.sc","electricity_attack_red",,,"Object",,,30,,,,,,
"jessie_003_atk_trail","true","true",,,,,,,"ParticleEmitter",,,"gen_flame_01",,"GroundHigh",,,,,,,"jessie_003_atk_trail_red",,
,,,,,,,,,"ParticleEmitter",,,"gen_flame_02",,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_flame_dark_01",,"GroundLow",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_flame_dark_02",,"GroundLow",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"barley_def_ulti_trail",,"Above",,,,,,,,,
"jessie_003_atk_trail_red","true","true",,,,,,,"ParticleEmitter",,,"gen_flame_01_red",,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_flame_02_red",,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_flame_dark_01_red",,"GroundLow",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_flame_dark_02_red",,"GroundLow",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"barley_def_ulti_trail_red",,"Above",,,,,,,,,
"jessie_003_atk_end",,,,,,,,"Wiz_barley_fireball_hit","SWF","sc/effects_brawler.sc","jessie_003_atk_end",,,"Above",,,100,,,,"jessie_003_atk_end_red",,
,,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_003_atk_endGround",,,"GroundLow","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_death_smoke",,"GroundHigh",,,75,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_end_spark",,"Above","true",,,,,,,,
"jessie_003_atk_end_red",,,,,,,,"Wiz_barley_fireball_hit","SWF","sc/effects_brawler.sc","jessie_003_atk_end_red",,,"Above",,,100,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_003_atk_endGround_red",,,"GroundLow","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_death_smoke_red",,"GroundHigh",,,75,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_end_spark_red",,"Above","true",,,,,,,,
"jessie_003_atk_hit",,,,,,,,"Wiz_barley_fireball_hit","SWF","sc/effects_brawler.sc","jessie_003_atk_hit_ground",,,"GroundHigh","true",,100,,,,"jessie_003_atk_hit_red",,50
,,,,,,,,,"ParticleEmitter",,,"gen_death_smoke",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_spark",,"Above","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_cloud",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit",,"Above",,,100,,,,,,
"jessie_003_atk_hit_red",,,,,,,,"Wiz_barley_fireball_hit","SWF","sc/effects_brawler.sc","jessie_003_atk_hit_ground",,,"GroundHigh","true",,100,,,,,,50
,,,,,,,,,"ParticleEmitter",,,"gen_death_smoke_red",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_spark_red",,"Above","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_cloud_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_red",,"Above",,,100,,,,,,
"jessie_003_turret_atk",,,,,,,,"LaserShot01","SWF","sc/effects_brawler.sc","jessie_003_turret_atk",,,"Object",,,100,,,,"jessie_003_turret_atk_red",,350
"jessie_003_turret_atk_red",,,,,,,,"LaserShot01","SWF","sc/effects_brawler.sc","jessie_003_turret_atk_red",,,"Object",,,100,,,,,,350
"jessie_003_turret_trail","true","true",,,,,,,"ParticleEmitter",,,"gen_flame_short_01",,"GroundHigh",,,100,,,,"jessie_003_turret_trail_red",,
,,,,,,,,,"ParticleEmitter",,,"gen_flame_short_02",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"barley_def_ulti_trail",,"Above",,,80,,,,,,
"jessie_003_turret_trail_red","true","true",,,,,,,"ParticleEmitter",,,"gen_flame_short_01_red",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"gen_flame_short_02_red",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"barley_def_ulti_trail_red",,"Above",,,80,,,,,,
"jessie_003_turret_hit",,,,,,,,"Jess_hit","ParticleEmitter",,,"jessie_003_atk_hit_spark",,"Above","true",,75,,,,"jessie_003_turret_hit_red",,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_cloud",,"Object",,,60,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit",,"Above",,,80,,,,,,
"jessie_003_turret_hit_red",,,,,,,,"Jess_hit","ParticleEmitter",,,"jessie_003_atk_hit_spark_red",,"Above","true",,75,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_cloud_red",,"Object",,,60,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_red",,"Above",,,80,,,,,,
"jessie_003_turret_hitEnv",,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_cloud",,"Object",,,40,,,,"jessie_003_turret_hitEnv_red",,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit",,"Above",,,35,,,,,,
"jessie_003_turret_hitEnv_red",,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_cloud_red",,"Object",,,40,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_red",,"Above",,,35,,,,,,
"jessie_003_turret_reached",,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_cloud",,"Object",,,40,,,,"jessie_003_turret_reached_red",,
,,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_003_atk_hit_ground",,,"GroundHigh","true",,30,,,,,,
"jessie_003_turret_reached_red",,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_cloud_red",,"Object",,,40,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_003_atk_hit_ground",,,"GroundHigh","true",,30,,,,,,
"jessie_003_turret_SP_end",,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_003_atk_endGround",,,"GroundLow","true",,80,,,,"jessie_003_turret_SP_end_red",,
,,,,,,,,,"ParticleEmitter",,,"gen_death_smoke",,"GroundHigh",,,50,,,,,,
,,,,,,,,,"ParticleEmitter",,,"jessie_003_atk_hit_spark",,"Above","true",,50,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_003_turret_SP_end",,,"Above",,,80,,,,,,
"jessie_003_turret_SP_end_red",,,,,,,,,"SWF","sc/effects_brawler.sc","jessie_003_atk_endGround_red",,,"GroundLow","true",,80,,,,,,
